Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR
100.0,0.01,1.0,10.0,0.0,0.00648,0.00532,273.28377,,,0.00648,76.0,588.0,57.24116,273.90879,,,,,275.69421
100.0,0.01,2.0,10.0,0.0,0.01121,0.00532,273.28377,,,0.01121,76.0,603.0,0.0,273.90879,,,,,277.01345
100.0,0.01,3.0,10.0,0.0,0.00637,0.00532,273.28377,,,0.00637,76.0,471.0,43.08867,273.90879,,,,,275.66421
100.0,0.01,4.0,10.0,0.0,0.0066,0.00532,273.28377,,,0.0066,76.0,554.0,44.74152,273.90879,,,,,275.72975
100.0,0.01,5.0,10.0,0.0,0.0085,0.00532,273.28377,,,0.0085,76.0,531.0,1.95647,273.90879,,,,,276.25587
100.0,0.01,6.0,10.0,0.0,0.00628,0.00532,273.28377,,,0.00628,76.0,983.0,2.42281,273.90879,,,,,275.63919
100.0,0.01,1.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,23.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,2.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,23.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,3.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,23.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,4.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,22.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,5.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,22.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,6.0,1.0,1.0,0.0,0.0,273.49889,,,0.0,57.0,23.0,5.4163,273.49889,,,,,273.49889
100.0,0.01,1.0,4.0,1.0,0.0,0.0,273.26863,,,0.0,71.0,50.0,6.39918,273.26863,,,,,273.26863
100.0,0.01,2.0,10.0,0.0,0.0063,0.0,273.26863,,,0.0063,71.0,55.0,4.65918,273.26863,,,,,275.00119
100.0,0.01,3.0,3.0,1.0,0.0,0.0,273.26863,,,0.0,71.0,47.0,6.40918,273.26863,,,,,273.26863
100.0,0.01,4.0,3.0,0.0,9e-05,0.0,273.26863,,,9e-05,71.0,48.0,6.94363,273.26863,,,,,273.29408
100.0,0.01,5.0,10.0,0.0,0.0063,0.0,273.26863,,,0.0063,71.0,46.0,2.56253,273.26863,,,,,275.00119
100.0,0.01,6.0,3.0,1.0,0.0,0.0,273.26863,,,0.0,71.0,45.0,7.18513,273.26863,,,,,273.26863
100.0,0.01,1.0,10.0,0.0,0.00589,0.00593,268.357,,,0.00589,40.0,1311.0,4.95007,268.74007,,,,,270.33339
100.0,0.01,2.0,10.0,0.0,0.00679,0.00593,268.357,,,0.00679,40.0,785.0,0.0,268.74007,,,,,270.57601
100.0,0.01,3.0,10.0,0.0,0.00599,0.00593,268.357,,,0.00599,40.0,1309.0,4.30044,268.74007,,,,,270.35877
100.0,0.01,4.0,10.0,0.0,0.006,0.00593,268.357,,,0.006,40.0,1578.0,4.21126,268.74007,,,,,270.36122
100.0,0.01,5.0,10.0,0.0,0.01146,0.00593,268.357,,,0.01146,40.0,492.0,1.45142,268.74007,,,,,271.85511
100.0,0.01,6.0,10.0,0.0,0.00641,0.00593,268.357,,,0.00641,40.0,1434.0,3.69625,268.74007,,,,,270.4738
100.0,0.01,1.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,22.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,2.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,21.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,3.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,21.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,4.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,22.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,5.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,22.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,6.0,1.0,1.0,0.0,0.0,280.63984,,,0.0,48.0,22.0,4.34873,280.63984,,,,,280.63984
100.0,0.01,1.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,25.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,2.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,24.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,3.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,24.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,4.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,23.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,5.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,24.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,6.0,1.0,1.0,0.0,0.0,277.79477,,,0.0,72.0,24.0,4.27564,277.79477,,,,,277.79477
100.0,0.01,1.0,10.0,0.0,0.00377,0.00229,268.85066,,,0.00377,54.0,1282.0,4.36203,268.85066,,,,,269.86895
100.0,0.01,2.0,10.0,0.0,0.00417,0.00229,268.85066,,,0.00417,54.0,706.0,0.0,268.85066,,,,,269.9768
100.0,0.01,3.0,10.0,0.0,0.0034,0.00229,268.85066,,,0.0034,54.0,1184.0,3.97629,268.85066,,,,,269.76895
100.0,0.01,4.0,10.0,0.0,0.00361,0.00229,268.85066,,,0.00361,54.0,1500.0,3.88577,268.85066,,,,,269.82528
100.0,0.01,5.0,10.0,0.0,0.00745,0.00229,268.85066,,,0.00745,54.0,481.0,1.45142,268.85066,,,,,270.86734
100.0,0.01,6.0,10.0,0.0,0.00612,0.00229,268.85066,,,0.00612,54.0,657.0,4.25387,268.85066,,,,,270.5052
100.0,0.01,1.0,4.0,0.0,0.0008,0.0,274.24654,,,0.0008,82.0,516.0,4.22963,274.24654,,,,,274.46499
100.0,0.01,2.0,10.0,0.0,0.00338,0.0,274.24654,,,0.00338,82.0,640.0,0.0,274.24654,,,,,275.17751
100.0,0.01,3.0,3.0,0.0,0.00087,0.0,274.24654,,,0.00087,82.0,399.0,4.25963,274.24654,,,,,274.48499
100.0,0.01,4.0,3.0,0.0,0.00056,0.0,274.24654,,,0.00056,82.0,393.0,4.25723,274.24654,,,,,274.3992
100.0,0.01,5.0,5.0,0.0,0.00063,0.0,274.24654,,,0.00063,82.0,389.0,0.0,274.24654,,,,,274.41993
100.0,0.01,6.0,5.0,0.0,0.00045,0.0,274.24654,,,0.00045,82.0,464.0,2.98666,274.24654,,,,,274.36933
100.0,0.01,1.0,10.0,0.0,0.00953,0.0,276.42693,,,0.00292,84.0,553.0,56.49285,274.59463,,,,,277.23661
100.0,0.01,2.0,10.0,0.0,0.01276,0.0,276.42693,,,0.00617,84.0,640.0,0.0,274.59463,,,,,278.14416
100.0,0.01,3.0,10.0,0.0,0.0101,0.0,276.42693,,,0.0035,84.0,389.0,59.48322,274.59463,,,,,277.39661
100.0,0.01,4.0,10.0,0.0,0.0101,0.0,276.42693,,,0.0035,84.0,436.0,57.00688,274.59463,,,,,277.39661
100.0,0.01,5.0,10.0,0.0,0.01007,0.0,276.42693,,,0.00346,84.0,464.0,1.95647,274.59463,,,,,277.38658
100.0,0.01,6.0,10.0,0.0,0.00801,0.0,276.42693,,,0.00139,84.0,821.0,2.39693,274.59463,,,,,276.81259
100.0,0.01,1.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,25.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,2.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,25.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,3.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,24.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,4.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,24.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,5.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,25.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,6.0,1.0,1.0,0.0,0.0,272.33364,,,0.0,6.0,25.0,5.51565,272.33364,,,,,272.33364
100.0,0.01,1.0,10.0,0.0,0.01091,0.00494,269.50212,,,0.01091,174.0,1245.0,3.80948,270.61401,,,,,273.59817
100.0,0.01,2.0,10.0,0.0,0.01149,0.00494,269.50212,,,0.01149,174.0,542.0,2.0202,270.61401,,,,,273.76013
100.0,0.01,3.0,10.0,0.0,0.01074,0.00494,269.50212,,,0.01074,174.0,1105.0,4.56985,270.61401,,,,,273.55126
100.0,0.01,4.0,10.0,0.0,0.01092,0.00494,269.50212,,,0.01092,174.0,1286.0,4.69106,270.61401,,,,,273.60063
100.0,0.01,5.0,10.0,0.0,0.01693,0.00494,269.50212,,,0.01693,174.0,489.0,1.45142,270.61401,,,,,275.27528
100.0,0.01,6.0,10.0,0.0,0.01046,0.00494,269.50212,,,0.01046,174.0,1227.0,3.76712,270.61401,,,,,273.47578
100.0,0.01,1.0,3.0,1.0,0.0,0.0,274.54436,,,0.0,63.0,360.0,3.47049,274.54436,,,,,274.54436
100.0,0.01,2.0,4.0,0.0,0.00089,0.0,274.54436,,,0.00089,63.0,332.0,0.0,274.54436,,,,,274.7881
100.0,0.01,3.0,2.0,1.0,0.0,0.0,274.54436,,,0.0,63.0,292.0,3.63049,274.54436,,,,,274.54436
100.0,0.01,4.0,2.0,1.0,0.0,0.0,274.54436,,,0.0,63.0,317.0,3.63049,274.54436,,,,,274.54436
100.0,0.01,5.0,5.0,1.0,0.0,0.0,274.54436,,,0.0,63.0,388.0,3.28283,274.54436,,,,,274.54436
100.0,0.01,6.0,3.0,1.0,0.0,0.0,274.54436,,,0.0,63.0,472.0,3.14972,274.54436,,,,,274.54436
100.0,0.01,1.0,10.0,0.0,0.01501,0.00244,267.6494,,,0.01501,64.0,1072.0,5.94686,267.6494,,,,,271.72716
100.0,0.01,2.0,10.0,0.0,0.01919,0.00244,267.6494,,,0.01919,64.0,785.0,4.78686,267.6494,,,,,272.88716
100.0,0.01,3.0,10.0,0.0,0.01473,0.00244,267.6494,,,0.01473,64.0,857.0,6.27268,267.6494,,,,,271.65134
100.0,0.01,4.0,10.0,0.0,0.01474,0.00244,267.6494,,,0.01474,64.0,951.0,6.33614,267.6494,,,,,271.65412
100.0,0.01,5.0,10.0,0.0,0.01919,0.00244,267.6494,,,0.01919,64.0,378.0,2.56253,267.6494,,,,,272.88716
100.0,0.01,6.0,10.0,0.0,0.01471,0.00244,267.6494,,,0.01471,64.0,1343.0,5.8193,267.6494,,,,,271.64407
100.0,0.01,1.0,10.0,0.0,0.01125,0.0,268.45136,,,0.01125,63.0,1263.0,4.62459,268.45136,,,,,271.50588
100.0,0.01,2.0,10.0,0.0,0.01127,0.0,268.45136,,,0.01127,63.0,834.0,204.0404,268.45136,,,,,271.51007
100.0,0.01,3.0,10.0,0.0,0.01061,0.0,268.45136,,,0.01061,63.0,1063.0,4.24423,268.45136,,,,,271.32897
100.0,0.01,4.0,10.0,0.0,0.01062,0.0,268.45136,,,0.01062,63.0,1104.0,4.23532,268.45136,,,,,271.33226
100.0,0.01,5.0,10.0,0.0,0.01612,0.0,268.45136,,,0.01612,63.0,484.0,1.45142,268.45136,,,,,272.85068
100.0,0.01,6.0,10.0,0.0,0.01091,0.0,268.45136,,,0.01091,63.0,1156.0,4.00149,268.45136,,,,,271.41129
100.0,0.01,1.0,10.0,0.0,0.00456,0.0,269.93166,,,0.00456,75.0,677.0,57.55178,269.93166,,,,,271.16686
100.0,0.01,2.0,10.0,0.0,0.00824,0.0,269.93166,,,0.00824,75.0,758.0,0.0,269.93166,,,,,272.17549
100.0,0.01,3.0,10.0,0.0,0.00444,0.0,269.93166,,,0.00444,75.0,582.0,43.39929,269.93166,,,,,271.13686
100.0,0.01,4.0,10.0,0.0,0.00469,0.0,269.93166,,,0.00469,75.0,675.0,45.05214,269.93166,,,,,271.20241
100.0,0.01,5.0,10.0,0.0,0.00548,0.0,269.93166,,,0.00548,75.0,507.0,1.95647,269.93166,,,,,271.41791
100.0,0.01,6.0,10.0,0.0,0.00359,0.0,269.93166,,,0.00359,75.0,1264.0,2.63267,269.93166,,,,,270.90457
100.0,0.01,1.0,2.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,264.0,4.24706,275.6473,,,,,275.6473
100.0,0.01,2.0,4.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,346.0,4.0404,275.6473,,,,,275.6473
100.0,0.01,3.0,2.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,287.0,3.82706,275.6473,,,,,275.6473
100.0,0.01,4.0,2.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,293.0,3.82706,275.6473,,,,,275.6473
100.0,0.01,5.0,5.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,411.0,3.28283,275.6473,,,,,275.6473
100.0,0.01,6.0,2.0,1.0,0.0,0.0,275.6473,,,0.0,85.0,281.0,4.22191,275.6473,,,,,275.6473
100.0,0.01,1.0,10.0,0.0,0.01099,0.0,278.13221,,,0.0055,89.0,463.0,56.58256,276.5979,,,,,279.67056
100.0,0.01,2.0,10.0,0.0,0.01387,0.0,278.13221,,,0.0084,89.0,545.0,0.0,276.5979,,,,,280.4884
100.0,0.01,3.0,10.0,0.0,0.01155,0.0,278.13221,,,0.00607,89.0,383.0,59.57293,276.5979,,,,,279.83056
100.0,0.01,4.0,10.0,0.0,0.0113,0.0,278.13221,,,0.00582,89.0,405.0,57.09659,276.5979,,,,,279.75908
100.0,0.01,5.0,10.0,0.0,0.0112,0.0,278.13221,,,0.00571,89.0,411.0,1.95647,276.5979,,,,,279.73083
100.0,0.01,6.0,10.0,0.0,0.00916,0.0,278.13221,,,0.00367,89.0,863.0,2.06802,276.5979,,,,,279.15539
100.0,0.01,1.0,10.0,0.0,0.00457,0.0,279.69051,,,0.00457,67.0,462.0,56.93434,279.69051,,,,,280.97564
100.0,0.01,2.0,10.0,0.0,0.00827,0.0,279.69051,,,0.00827,67.0,484.0,0.0,279.69051,,,,,282.0217
100.0,0.01,3.0,10.0,0.0,0.00454,0.0,279.69051,,,0.00454,67.0,387.0,49.92471,279.69051,,,,,280.96564
100.0,0.01,4.0,10.0,0.0,0.00469,0.0,279.69051,,,0.00469,67.0,414.0,49.71335,279.69051,,,,,281.00854
100.0,0.01,5.0,10.0,0.0,0.00559,0.0,279.69051,,,0.00559,67.0,550.0,1.95647,279.69051,,,,,281.26413
100.0,0.01,6.0,10.0,0.0,0.00332,0.0,279.69051,,,0.00332,67.0,836.0,2.5092,279.69051,,,,,280.62141
100.0,0.03,1.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,28.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,2.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,27.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,3.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,28.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,4.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,28.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,5.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,28.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,6.0,1.0,1.0,0.0,0.0,282.08203,,,0.0,217.0,27.0,2.91943,282.08203,,,,,282.08203
100.0,0.03,1.0,10.0,0.0,0.02615,0.0046,280.04689,,,0.02304,284.0,369.0,43.40222,279.15668,,,,,286.65164
100.0,0.03,2.0,10.0,0.0,0.02615,0.0046,280.04689,,,0.02304,284.0,737.0,4.12371,279.15668,,,,,286.65164
100.0,0.03,3.0,10.0,0.0,0.02615,0.0046,280.04689,,,0.02304,284.0,344.0,88.37332,279.15668,,,,,286.65164
100.0,0.03,4.0,10.0,0.0,0.02615,0.0046,280.04689,,,0.02304,284.0,363.0,87.73922,279.15668,,,,,286.65164
100.0,0.03,5.0,10.0,0.0,0.01849,0.0046,280.04689,,,0.01536,284.0,742.0,1.03952,279.15668,,,,,284.41505
100.0,0.03,6.0,10.0,0.0,0.01808,0.0046,280.04689,,,0.01495,284.0,1637.0,1.59422,279.15668,,,,,284.29774
100.0,0.03,1.0,10.0,0.0,0.01808,0.00851,276.63269,,,0.01808,214.0,372.0,43.51752,276.63269,,,,,281.72562
100.0,0.03,2.0,10.0,0.0,0.01808,0.00851,276.63269,,,0.01808,214.0,767.0,0.0,276.63269,,,,,281.72562
100.0,0.03,3.0,10.0,0.0,0.01808,0.00851,276.63269,,,0.01808,214.0,327.0,63.5711,276.63269,,,,,281.72562
100.0,0.03,4.0,10.0,0.0,0.01808,0.00851,276.63269,,,0.01808,214.0,350.0,58.64768,276.63269,,,,,281.72562
100.0,0.03,5.0,10.0,0.0,0.01808,0.00851,276.63269,,,0.01808,214.0,607.0,1.99681,276.63269,,,,,281.72562
100.0,0.03,6.0,10.0,0.0,0.01727,0.00851,276.63269,,,0.01727,214.0,1012.0,2.61255,276.63269,,,,,281.49436
100.0,0.03,1.0,10.0,0.0,0.00583,0.0,277.99176,,,0.00583,221.0,385.0,43.4244,277.99176,,,,,279.62145
100.0,0.03,2.0,10.0,0.0,0.00583,0.0,277.99176,,,0.00583,221.0,910.0,4.12371,277.99176,,,,,279.62145
100.0,0.03,3.0,10.0,0.0,0.00583,0.0,277.99176,,,0.00583,221.0,330.0,88.3955,277.99176,,,,,279.62145
100.0,0.03,4.0,10.0,0.0,0.00583,0.0,277.99176,,,0.00583,221.0,358.0,87.7614,277.99176,,,,,279.62145
100.0,0.03,5.0,10.0,0.0,0.00495,0.0,277.99176,,,0.00495,221.0,743.0,1.03952,277.99176,,,,,279.37518
100.0,0.03,6.0,10.0,0.0,0.00426,0.0,277.99176,,,0.00426,221.0,2098.0,2.72968,277.99176,,,,,279.18128
100.0,0.03,1.0,10.0,0.0,0.01995,0.00056,280.17265,,,0.01882,234.0,412.0,43.38685,279.85145,,,,,285.54679
100.0,0.03,2.0,10.0,0.0,0.01386,0.00056,280.17265,,,0.01273,234.0,912.0,4.12371,279.85145,,,,,283.78407
100.0,0.03,3.0,10.0,0.0,0.01995,0.00056,280.17265,,,0.01882,234.0,356.0,88.35796,279.85145,,,,,285.54679
100.0,0.03,4.0,10.0,0.0,0.01995,0.00056,280.17265,,,0.01882,234.0,371.0,87.72386,279.85145,,,,,285.54679
100.0,0.03,5.0,10.0,0.0,0.00972,0.00056,280.17265,,,0.00858,234.0,756.0,1.03952,279.85145,,,,,282.59851
100.0,0.03,6.0,10.0,0.0,0.0094,0.00056,280.17265,,,0.00826,234.0,1375.0,2.34785,279.85145,,,,,282.50593
100.0,0.03,1.0,10.0,0.0,0.02323,0.00317,271.73601,,,0.02323,228.0,661.0,48.16493,271.73601,,,,,278.19866
100.0,0.03,2.0,10.0,0.0,0.02526,0.00317,271.73601,,,0.02526,228.0,1010.0,136.25827,271.73601,,,,,278.77866
100.0,0.03,3.0,10.0,0.0,0.02362,0.00317,271.73601,,,0.02362,228.0,393.0,52.49604,271.73601,,,,,278.31041
100.0,0.03,4.0,10.0,0.0,0.02362,0.00317,271.73601,,,0.02362,228.0,457.0,49.59697,271.73601,,,,,278.31041
100.0,0.03,5.0,10.0,0.0,0.02526,0.00317,271.73601,,,0.02526,228.0,373.0,110.02811,271.73601,,,,,278.77866
100.0,0.03,6.0,10.0,0.0,0.02521,0.00317,271.73601,,,0.02521,228.0,1428.0,2.79032,271.73601,,,,,278.76499
100.0,0.03,1.0,10.0,0.0,0.03035,0.00941,281.525,,,0.03006,195.0,357.0,43.35741,281.44074,,,,,290.24994
100.0,0.03,2.0,10.0,0.0,0.02578,0.00941,281.525,,,0.02548,195.0,693.0,4.12371,281.44074,,,,,288.88726
100.0,0.03,3.0,10.0,0.0,0.03035,0.00941,281.525,,,0.03006,195.0,318.0,88.32851,281.44074,,,,,290.24994
100.0,0.03,4.0,10.0,0.0,0.03035,0.00941,281.525,,,0.03006,195.0,321.0,87.69441,281.44074,,,,,290.24994
100.0,0.03,5.0,10.0,0.0,0.01771,0.00941,281.525,,,0.01742,195.0,593.0,1.03952,281.44074,,,,,286.51612
100.0,0.03,6.0,10.0,0.0,0.0171,0.00941,281.525,,,0.0168,195.0,1413.0,2.38927,281.44074,,,,,286.33628
100.0,0.03,1.0,10.0,0.0,0.00893,0.0,280.98261,,,0.00893,216.0,379.0,44.03965,280.98261,,,,,283.51406
100.0,0.03,2.0,10.0,0.0,0.00893,0.0,280.98261,,,0.00893,216.0,742.0,0.0,280.98261,,,,,283.51406
100.0,0.03,3.0,10.0,0.0,0.00893,0.0,280.98261,,,0.00893,216.0,353.0,64.43075,280.98261,,,,,283.51406
100.0,0.03,4.0,10.0,0.0,0.00893,0.0,280.98261,,,0.00893,216.0,339.0,59.50733,280.98261,,,,,283.51406
100.0,0.03,5.0,10.0,0.0,0.00893,0.0,280.98261,,,0.00893,216.0,590.0,1.99681,280.98261,,,,,283.51406
100.0,0.03,6.0,10.0,0.0,0.00881,0.0,280.98261,,,0.00881,216.0,1080.0,2.66676,280.98261,,,,,283.4794
100.0,0.03,1.0,10.0,0.0,0.0072,0.0,277.433,,,0.0072,151.0,399.0,43.42864,277.433,,,,,279.44505
100.0,0.03,2.0,10.0,0.0,0.00314,0.0,277.433,,,0.00314,151.0,926.0,4.12371,277.433,,,,,278.30753
100.0,0.03,3.0,10.0,0.0,0.0072,0.0,277.433,,,0.0072,151.0,339.0,88.39974,277.433,,,,,279.44505
100.0,0.03,4.0,10.0,0.0,0.0072,0.0,277.433,,,0.0072,151.0,399.0,87.76565,277.433,,,,,279.44505
100.0,0.03,5.0,7.0,1.0,0.0,0.0,277.433,,,0.0,151.0,782.0,2.93814,277.433,,,,,277.433
100.0,0.03,6.0,2.0,1.0,0.0,0.0,277.433,,,0.0,151.0,490.0,2.87013,277.433,,,,,277.433
100.0,0.03,1.0,10.0,0.0,0.02998,0.0,280.60425,,,0.02998,184.0,374.0,43.31944,280.60425,,,,,289.27728
100.0,0.03,2.0,10.0,0.0,0.01024,0.0,280.60425,,,0.01024,184.0,780.0,4.12371,280.60425,,,,,283.50824
100.0,0.03,3.0,10.0,0.0,0.02998,0.0,280.60425,,,0.02998,184.0,329.0,88.29055,280.60425,,,,,289.27728
100.0,0.03,4.0,10.0,0.0,0.02998,0.0,280.60425,,,0.02998,184.0,333.0,87.65645,280.60425,,,,,289.27728
100.0,0.03,5.0,7.0,1.0,0.0,0.0,280.60425,,,0.0,184.0,700.0,2.93814,280.60425,,,,,280.60425
100.0,0.03,6.0,2.0,1.0,0.0,0.0,280.60425,,,0.0,184.0,429.0,2.89827,280.60425,,,,,280.60425
100.0,0.03,1.0,10.0,0.0,0.01869,0.00393,277.5789,,,0.01798,186.0,361.0,43.45281,277.37863,,,,,282.66218
100.0,0.03,2.0,10.0,0.0,0.01869,0.00393,277.5789,,,0.01798,186.0,836.0,0.0,277.37863,,,,,282.66218
100.0,0.03,3.0,10.0,0.0,0.01869,0.00393,277.5789,,,0.01798,186.0,333.0,63.5711,277.37863,,,,,282.66218
100.0,0.03,4.0,10.0,0.0,0.01869,0.00393,277.5789,,,0.01798,186.0,353.0,58.64768,277.37863,,,,,282.66218
100.0,0.03,5.0,10.0,0.0,0.01869,0.00393,277.5789,,,0.01798,186.0,611.0,1.99681,277.37863,,,,,282.66218
100.0,0.03,6.0,10.0,0.0,0.01851,0.00393,277.5789,,,0.0178,186.0,1112.0,2.59034,277.37863,,,,,282.6105
100.0,0.03,1.0,10.0,0.0,0.00841,0.00655,276.52429,,,0.00841,179.0,365.0,44.72995,276.98006,,,,,279.32945
100.0,0.03,2.0,10.0,0.0,0.00841,0.00655,276.52429,,,0.00841,179.0,889.0,0.0,276.98006,,,,,279.32945
100.0,0.03,3.0,10.0,0.0,0.00841,0.00655,276.52429,,,0.00841,179.0,287.0,65.54106,276.98006,,,,,279.32945
100.0,0.03,4.0,10.0,0.0,0.00841,0.00655,276.52429,,,0.00841,179.0,318.0,60.61764,276.98006,,,,,279.32945
100.0,0.03,5.0,10.0,0.0,0.00841,0.00655,276.52429,,,0.00841,179.0,663.0,1.99681,276.98006,,,,,279.32945
100.0,0.03,6.0,10.0,0.0,0.00808,0.00655,276.52429,,,0.00808,179.0,1395.0,2.55987,276.98006,,,,,279.23671
100.0,0.03,1.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,28.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,2.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,27.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,3.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,28.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,4.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,28.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,5.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,28.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,6.0,1.0,1.0,0.0,0.0,281.84093,,,0.0,213.0,27.0,2.8795,281.84093,,,,,281.84093
100.0,0.03,1.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
100.0,0.03,2.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
100.0,0.03,3.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
