 ,value
scen122,0.0344
scen123,0.0468
scen124,0.0372
scen125,0.0466
scen126,0.0206
scen127,0.0474
scen128,0.065
scen129,0.057
scen130,0.0586
scen131,0.0564
scen132,0.0414
scen133,0.0436
scen134,0.0558
scen135,0.0322
scen136,0.0474
scen137,0.061
scen138,0.0624
scen139,0.0428
scen140,0.0278
scen141,0.055
scen142,0.0496
scen143,0.0506
scen144,0.0344
scen145,0.031
scen146,0.0434
scen147,0.0232
scen148,0.0388
scen149,0.0372
scen150,0.0286
scen151,0.025
scen152,0.0306
scen153,0.0344
scen154,0.0468
scen155,0.0372
scen156,0.0466
scen157,0.0206
scen158,0.0282
scen159,0.0198
scen160,0.0284
scen161,0.0316
scen162,0.0436
scen163,0.0564
scen164,0.0428
scen165,0.0586
scen166,0.0474
scen167,0.0624
scen168,0.055
scen169,0.0558
scen170,0.0322
scen171,0.0434
scen172,0.061
scen173,0.025
scen174,0.0302
scen175,0.0278
scen176,0.0466
scen177,0.0496
scen178,0.0506
scen179,0.0344
scen180,0.031
scen181,0.0248
scen182,0.0232
scen183,0.0388
scen184,0.0372
scen185,0.0286
scen186,0.0212
scen187,0.0306
scen188,0.0344
scen189,0.0468
scen190,0.0372
scen191,0.0278
scen192,0.0206
scen193,0.0282
scen194,0.0198
scen195,0.0284
scen196,0.0316
scen197,0.0172
scen198,0.0322
scen199,0.0372
scen200,0.0202
scen201,0.0474
scen202,0.0558
scen203,0.0428
scen204,0.0506
scen205,0.061
scen206,0.0624
scen207,0.055
scen208,0.0496
scen209,0.0344
scen210,0.0434
scen211,0.0388
scen212,0.025
scen213,0.0302
scen214,0.0278
scen215,0.0466
scen216,0.0282
scen217,0.03
scen218,0.0278
scen219,0.031
scen220,0.0248
scen221,0.0232
scen222,0.0376
scen223,0.0372
scen224,0.0286
scen225,0.0212
scen226,0.0306
scen227,0.0344
scen228,0.0468
scen229,0.0372
scen230,0.0278
scen231,0.0206
scen232,0.0136
scen233,0.0198
scen234,0.0284
scen235,0.0316
scen236,0.0172
scen237,0.0322
scen238,0.0372
scen239,0.0202
scen240,0.0158
scen241,0.0264
scen242,0.021
scen243,0.0186
scen244,0.061
scen245,0.0434
scen246,0.0624
scen247,0.0496
scen248,0.0316
scen249,0.0302
scen250,0.0332
scen251,0.03
scen252,0.0344
scen253,0.0232
scen254,0.0388
scen255,0.025
scen256,0.0322
scen257,0.0278
scen258,0.0466
scen259,0.0282
scen260,0.031
scen261,0.0278
scen262,0.031
scen263,0.0248
scen264,0.0184
scen265,0.0376
scen266,0.0372
scen267,0.0286
scen268,0.0212
scen269,0.0306
scen270,0.0344
scen271,0.0468
scen272,0.0372
scen273,0.0278
scen274,0.0206
scen275,0.0136
scen276,0.0198
scen277,0.0284
scen278,0.0316
scen279,0.0172
scen280,0.0322
scen281,0.0372
scen282,0.0202
scen283,0.0158
scen284,0.0264
scen285,0.021
scen286,0.0186
scen287,0.0142
scen288,0.0118
scen289,0.0236
scen290,0.0234
scen291,0.0322
scen292,0.0344
scen293,0.0316
scen294,0.0278
scen295,0.0278
scen296,0.0388
scen297,0.0302
scen298,0.0468
scen299,0.03
scen300,0.031
scen301,0.0232
scen302,0.0376
scen303,0.025
scen304,0.0322
scen305,0.0388
scen306,0.0466
scen307,0.0282
scen308,0.031
scen309,0.0172
scen310,0.0372
scen311,0.0248
scen312,0.0184
scen313,0.0284
scen314,0.0372
scen315,0.0286
scen316,0.0212
scen317,0.0306
scen318,0.0344
scen319,0.0402
scen320,0.0372
scen321,0.0278
scen322,0.0206
scen323,0.0136
scen324,0.0198
scen325,0.0284
scen326,0.0316
scen327,0.0176
scen328,0.0322
scen329,0.0178
scen330,0.0202
scen331,0.0158
scen332,0.0264
scen333,0.021
scen334,0.0186
scen335,0.0142
scen336,0.0118
scen337,0.0236
scen338,0.0234
scen339,0.0322
scen340,0.0208
scen341,0.0236
scen342,0.0156
scen343,0.0256
scen344,0.0212
scen345,0.0468
scen346,0.0278
scen347,0.025
scen348,0.03
scen349,0.0232
scen350,0.0322
scen351,0.0466
scen352,0.031
scen353,0.031
scen354,0.0184
scen355,0.0372
scen356,0.0286
scen357,0.0344
scen358,0.0388
scen359,0.0278
scen360,0.0282
scen361,0.0316
scen362,0.0172
scen363,0.0372
scen364,0.0248
scen365,0.0156
scen366,0.0284
scen367,0.0236
scen368,0.0162
scen369,0.0212
scen370,0.0306
scen371,0.0222
scen372,0.0402
scen373,0.0372
scen374,0.0178
scen375,0.0206
scen376,0.0136
scen377,0.0198
scen378,0.0284
scen379,0.015
scen380,0.0176
scen381,0.0322
scen382,0.0178
scen383,0.0202
scen384,0.0158
scen385,0.0264
scen386,0.021
scen387,0.0186
scen388,0.0142
scen389,0.0118
scen390,0.0196
scen391,0.0234
scen392,0.0322
scen393,0.0208
scen394,0.0236
scen395,0.0156
scen396,0.0256
scen397,0.0212
scen398,0.0182
scen399,0.0082
scen400,0.016
scen401,0.021
scen402,0.0152
scen403,0.0154
scen404,0.03
scen405,0.0232
scen406,0.0278
scen407,0.031
scen408,0.0372
scen409,0.0286
scen410,0.0388
scen411,0.031
scen412,0.0372
scen413,0.0184
scen414,0.0284
scen415,0.0212
scen416,0.0306
scen417,0.0372
scen418,0.0178
scen419,0.0282
scen420,0.0316
scen421,0.0172
scen422,0.0172
scen423,0.0248
scen424,0.0156
scen425,0.021
scen426,0.0236
scen427,0.0162
scen428,0.0188
scen429,0.0216
scen430,0.0222
scen431,0.0402
scen432,0.0352
scen433,0.0252
scen434,0.0206
scen435,0.0136
scen436,0.0198
scen437,0.0284
scen438,0.015
scen439,0.0176
scen440,0.0322
scen441,0.0178
scen442,0.0202
scen443,0.0158
scen444,0.0264
scen445,0.021
scen446,0.0186
scen447,0.0142
scen448,0.0118
scen449,0.0196
scen450,0.0234
scen451,0.0322
scen452,0.0208
scen453,0.0236
scen454,0.0156
scen455,0.0256
scen456,0.0212
scen457,0.0182
scen458,0.0082
scen459,0.016
scen460,0.021
scen461,0.0152
scen462,0.0154
scen463,0.0182
scen464,0.0078
scen465,0.0096
scen466,0.0134
scen467,0.0114
scen468,0.0134
scen469,0.0284
scen470,0.031
scen471,0.0306
scen472,0.0316
scen473,0.0184
scen474,0.0216
scen475,0.0178
scen476,0.0282
scen477,0.0372
scen478,0.0248
scen479,0.0236
scen480,0.0212
scen481,0.0204
scen482,0.0372
scen483,0.0206
scen484,0.0256
scen485,0.0284
scen486,0.0172
scen487,0.0172
scen488,0.0214
scen489,0.0156
scen490,0.021
scen491,0.0196
scen492,0.0162
scen493,0.0188
scen494,0.0256
scen495,0.0222
scen496,0.0402
scen497,0.0352
scen498,0.0252
scen499,0.0134
scen500,0.0136
scen501,0.0198
scen502,0.019
scen503,0.015
scen504,0.0132
scen505,0.0322
scen506,0.0178
scen507,0.0202
scen508,0.0158
scen509,0.0264
scen510,0.021
scen511,0.0186
scen512,0.0142
scen513,0.0118
scen514,0.0176
scen515,0.0234
scen516,0.0322
scen517,0.0208
scen518,0.0236
scen519,0.0156
scen520,0.019
scen521,0.0212
scen522,0.0182
scen523,0.0082
scen524,0.016
scen525,0.021
scen526,0.0152
scen527,0.0154
scen528,0.0182
scen529,0.0078
scen530,0.0096
scen531,0.0116
scen532,0.0114
scen533,0.0134
scen534,0.011
scen535,0.0088
scen536,0.0116
scen537,0.011
scen538,0.0096
scen539,0.0168
scen540,0.0176
scen541,0.0212
scen542,0.0184
scen543,0.0402
scen544,0.0372
scen545,0.0236
scen546,0.0204
scen547,0.0352
scen548,0.0284
scen549,0.0172
scen550,0.0248
scen551,0.0196
scen552,0.0162
scen553,0.0222
scen554,0.021
scen555,0.0206
scen556,0.0256
scen557,0.015
scen558,0.0172
scen559,0.0178
scen560,0.0214
scen561,0.0156
scen562,0.021
scen563,0.0176
scen564,0.0208
scen565,0.0188
scen566,0.0256
scen567,0.0082
scen568,0.016
scen569,0.0152
scen570,0.0252
scen571,0.0134
scen572,0.0136
scen573,0.0198
scen574,0.019
scen575,0.0168
scen576,0.0132
scen577,0.0322
scen578,0.015
scen579,0.0202
scen580,0.0158
scen581,0.0264
scen582,0.021
scen583,0.0186
scen584,0.0142
scen585,0.0118
scen586,0.0206
scen587,0.0234
scen588,0.0322
scen589,0.0114
scen590,0.0236
scen591,0.0156
scen592,0.019
scen593,0.0212
scen594,0.0182
scen595,0.0196
scen596,0.0092
scen597,0.0158
scen598,0.023
scen599,0.0154
scen600,0.0182
scen601,0.0078
scen602,0.0096
scen603,0.0116
scen604,0.0114
scen605,0.0134
scen606,0.011
scen607,0.0088
scen608,0.0116
scen609,0.011
scen610,0.0096
scen611,0.0192
scen612,0.0176
scen613,0.0092
scen614,0.016
scen615,0.0158
scen616,0.01
scen617,0.0052
scen618,0.0064
scen619,0.0176
scen620,0.0124
scen621,0.0248
scen622,0.0284
scen623,0.0222
scen624,0.0256
scen625,0.0156
scen626,0.023
scen627,0.0352
scen628,0.0198
scen629,0.0172
scen630,0.0214
scen631,0.0196
scen632,0.0188
scen633,0.0256
scen634,0.021
scen635,0.0206
scen636,0.0132
scen637,0.015
scen638,0.0172
scen639,0.0178
scen640,0.0264
scen641,0.021
scen642,0.021
scen643,0.0176
scen644,0.0322
scen645,0.0236
scen646,0.019
scen647,0.0082
scen648,0.016
scen649,0.0152
scen650,0.0252
scen651,0.0134
scen652,0.0136
scen653,0.0128
scen654,0.019
scen655,0.0168
scen656,0.0132
scen657,0.0322
scen658,0.015
scen659,0.0202
scen660,0.0158
scen661,0.0106
scen662,0.0142
scen663,0.0186
scen664,0.0142
scen665,0.0118
scen666,0.0206
scen667,0.0234
scen668,0.0108
scen669,0.0114
scen670,0.0204
scen671,0.0156
scen672,0.0132
scen673,0.0212
scen674,0.0182
scen675,0.0196
scen676,0.0092
scen677,0.0158
scen678,0.023
scen679,0.0154
scen680,0.0182
scen681,0.0078
scen682,0.0096
scen683,0.0116
scen684,0.0114
scen685,0.0134
scen686,0.011
scen687,0.0088
scen688,0.0116
scen689,0.011
scen690,0.0096
scen691,0.0192
scen692,0.0176
scen693,0.0092
scen694,0.016
scen695,0.0158
scen696,0.01
scen697,0.0052
scen698,0.0064
scen699,0.0176
scen700,0.0124
scen701,0.0084
scen702,0.0076
scen703,0.0198
scen704,0.0118
scen705,0.0086
scen706,0.0056
scen707,0.0104
scen708,0.0076
scen709,0.021
scen710,0.0172
scen711,0.0136
scen712,0.0172
scen713,0.0214
scen714,0.0188
scen715,0.0152
scen716,0.0198
scen717,0.0178
scen718,0.021
scen719,0.0176
scen720,0.0236
scen721,0.0256
scen722,0.023
scen723,0.0252
scen724,0.0132
scen725,0.015
scen726,0.0322
scen727,0.0202
scen728,0.0264
scen729,0.0142
scen730,0.021
scen731,0.02
scen732,0.0322
scen733,0.0156
scen734,0.019
scen735,0.0082
scen736,0.016
scen737,0.0172
scen738,0.0182
scen739,0.0134
scen740,0.0136
scen741,0.0128
scen742,0.019
scen743,0.0168
scen744,0.0132
scen745,0.0206
scen746,0.015
scen747,0.0176
scen748,0.0158
scen749,0.0106
scen750,0.0086
scen751,0.0186
scen752,0.0142
scen753,0.0118
scen754,0.0206
scen755,0.0234
scen756,0.0108
scen757,0.0114
scen758,0.0204
scen759,0.0108
scen760,0.0132
scen761,0.0212
scen762,0.0182
scen763,0.0196
scen764,0.0092
scen765,0.0158
scen766,0.018
scen767,0.0154
scen768,0.011
scen769,0.0078
scen770,0.0096
scen771,0.0116
scen772,0.0114
scen773,0.0134
scen774,0.011
scen775,0.0088
scen776,0.0116
scen777,0.011
scen778,0.0096
scen779,0.0192
scen780,0.0176
scen781,0.0092
scen782,0.016
scen783,0.0158
scen784,0.01
scen785,0.0052
scen786,0.0064
scen787,0.0086
scen788,0.0124
scen789,0.0084
scen790,0.0076
scen791,0.0198
scen792,0.0118
scen793,0.0124
scen794,0.0056
scen795,0.0104
scen796,0.0076
scen797,0.0138
scen798,0.0086
scen799,0.0146
scen800,0.0084
scen801,0.0084
scen802,0.005
scen803,0.0082
scen804,0.007
scen805,0.0088
scen806,0.0236
scen807,0.021
scen808,0.0196
scen809,0.0198
scen810,0.02
scen811,0.0182
scen812,0.0152
scen813,0.015
scen814,0.0322
scen815,0.021
scen816,0.0206
scen817,0.0322
scen818,0.019
scen819,0.023
scen820,0.0252
scen821,0.0132
scen822,0.0168
scen823,0.0132
scen824,0.0202
scen825,0.0264
scen826,0.0142
scen827,0.011
scen828,0.0234
scen829,0.0114
scen830,0.0156
scen831,0.0132
scen832,0.0182
scen833,0.016
scen834,0.0172
scen835,0.0182
scen836,0.0134
scen837,0.0136
scen838,0.0128
scen839,0.019
scen840,0.0192
scen841,0.0176
scen842,0.0206
scen843,0.015
scen844,0.0176
scen845,0.0158
scen846,0.0106
scen847,0.0086
scen848,0.0186
scen849,0.0142
scen850,0.0118
scen851,0.0118
scen852,0.0108
scen853,0.0108
scen854,0.01
scen855,0.0204
scen856,0.0108
scen857,0.0082
scen858,0.0212
scen859,0.0066
scen860,0.0096
scen861,0.0092
scen862,0.0158
scen863,0.018
scen864,0.0154
scen865,0.011
scen866,0.0078
scen867,0.0096
scen868,0.0116
scen869,0.0114
scen870,0.0134
scen871,0.011
scen872,0.0088
scen873,0.0116
scen874,0.011
scen875,0.0096
scen876,0.0092
scen877,0.014
scen878,0.0092
scen879,0.016
scen880,0.0158
scen881,0.01
scen882,0.0052
scen883,0.0064
scen884,0.0086
scen885,0.0124
scen886,0.0084
scen887,0.0076
scen888,0.0198
scen889,0.0118
scen890,0.0124
scen891,0.0056
scen892,0.0104
scen893,0.0076
scen894,0.0138
scen895,0.0086
scen896,0.0146
scen897,0.0084
scen898,0.0084
scen899,0.005
scen900,0.0082
scen901,0.007
scen902,0.0088
scen903,0.0096
scen904,0.0054
scen905,0.0074
scen906,0.0084
scen907,0.0076
scen908,0.007
scen909,0.008
scen910,0.0034
scen911,0.0074
scen912,0.0048
scen913,0.019
scen914,0.0168
scen915,0.023
scen916,0.0132
scen917,0.011
scen918,0.0322
scen919,0.0252
scen920,0.0136
scen921,0.0132
scen922,0.021
scen923,0.0234
scen924,0.0156
scen925,0.0132
scen926,0.016
scen927,0.0182
scen928,0.0192
scen929,0.019
scen930,0.0176
scen931,0.015
scen932,0.0264
scen933,0.0142
scen934,0.0142
scen935,0.0118
scen936,0.0114
scen937,0.0204
scen938,0.0212
scen939,0.0182
scen940,0.0158
scen941,0.0172
scen942,0.011
scen943,0.0134
scen944,0.0114
scen945,0.0128
scen946,0.01
scen947,0.0192
scen948,0.0114
scen949,0.0206
scen950,0.01
scen951,0.0176
scen952,0.0158
scen953,0.0106
scen954,0.0086
scen955,0.0186
scen956,0.0138
scen957,0.0118
scen958,0.0084
scen959,0.0108
scen960,0.0108
scen961,0.01
scen962,0.0114
scen963,0.0108
scen964,0.0082
scen965,0.014
scen966,0.0066
scen967,0.0096
scen968,0.01
scen969,0.0102
scen970,0.018
scen971,0.0154
scen972,0.007
scen973,0.0078
scen974,0.0096
scen975,0.0116
scen976,0.0098
scen977,0.0134
scen978,0.011
scen979,0.0088
scen980,0.0116
scen981,0.011
scen982,0.0096
scen983,0.0092
scen984,0.014
scen985,0.0092
scen986,0.016
scen987,0.0158
scen988,0.007
scen989,0.0052
scen990,0.0064
scen991,0.0086
scen992,0.0124
scen993,0.0084
scen994,0.0076
scen995,0.0198
scen996,0.0118
scen997,0.0124
scen998,0.0056
scen999,0.0104
scen1000,0.0076
scen1001,0.013
scen1002,0.0086
scen1003,0.0146
scen1004,0.0062
scen1005,0.0084
scen1006,0.005
scen1007,0.0082
scen1008,0.007
scen1009,0.0088
scen1010,0.0096
scen1011,0.0054
scen1012,0.0074
scen1013,0.0084
scen1014,0.0076
scen1015,0.007
scen1016,0.008
scen1017,0.0034
scen1018,0.0074
scen1019,0.0048
scen1020,0.0106
scen1021,0.007
scen1022,0.0094
scen1023,0.0112
scen1024,0.0092
scen1025,0.0084
scen1026,0.013
scen1027,0.0036
scen1028,0.009
scen1029,0.0104
scen1030,0.0136
scen1031,0.016
scen1032,0.0264
scen1033,0.0132
scen1034,0.0162
scen1035,0.0234
scen1036,0.0212
scen1037,0.0182
scen1038,0.0192
scen1039,0.0114
scen1040,0.0158
scen1041,0.0142
scen1042,0.0156
scen1043,0.014
scen1044,0.0158
scen1045,0.011
scen1046,0.0128
scen1047,0.019
scen1048,0.014
scen1049,0.015
scen1050,0.0084
scen1051,0.0142
scen1052,0.0118
scen1053,0.0118
scen1054,0.0114
scen1055,0.0204
scen1056,0.0202
scen1057,0.0182
scen1058,0.0148
scen1059,0.0172
scen1060,0.0078
scen1061,0.0134
scen1062,0.0114
scen1063,0.011
scen1064,0.01
scen1065,0.0192
scen1066,0.008
scen1067,0.0206
scen1068,0.01
scen1069,0.0176
scen1070,0.0112
scen1071,0.0106
scen1072,0.0086
scen1073,0.0186
scen1074,0.0138
scen1075,0.0086
scen1076,0.0084
scen1077,0.0108
scen1078,0.0108
scen1079,0.01
scen1080,0.0114
scen1081,0.0108
scen1082,0.0082
scen1083,0.0088
scen1084,0.0066
scen1085,0.0096
scen1086,0.01
scen1087,0.0102
scen1088,0.018
scen1089,0.0154
scen1090,0.007
scen1091,0.0132
scen1092,0.0096
scen1093,0.0116
scen1094,0.0098
scen1095,0.0134
scen1096,0.008
scen1097,0.0088
scen1098,0.0116
scen1099,0.011
scen1100,0.0096
scen1101,0.0092
scen1102,0.008
scen1103,0.0092
scen1104,0.016
scen1105,0.0158
scen1106,0.007
scen1107,0.0052
scen1108,0.0064
scen1109,0.0086
scen1110,0.0124
scen1111,0.0058
scen1112,0.0076
scen1113,0.0198
scen1114,0.0118
scen1115,0.0124
scen1116,0.0056
scen1117,0.0104
scen1118,0.0076
scen1119,0.013
scen1120,0.0084
scen1121,0.0146
scen1122,0.0062
scen1123,0.0084
scen1124,0.005
scen1125,0.0082
scen1126,0.007
scen1127,0.0088
scen1128,0.0096
scen1129,0.0054
scen1130,0.0074
scen1131,0.0084
scen1132,0.0076
scen1133,0.007
scen1134,0.008
scen1135,0.0034
scen1136,0.0074
scen1137,0.0048
scen1138,0.0106
scen1139,0.007
scen1140,0.0094
scen1141,0.0112
scen1142,0.0092
scen1143,0.0084
scen1144,0.013
scen1145,0.0036
scen1146,0.009
scen1147,0.0104
scen1148,0.0136
scen1149,0.0102
scen1150,0.0068
scen1151,0.0088
scen1152,0.0048
scen1153,0.0074
scen1154,0.003
scen1155,0.0086
scen1156,0.0088
scen1157,0.0056
scen1158,0.0098
scen1159,0.0044
scen1160,0.005
scen1161,0.014
scen1162,0.0128
scen1163,0.0158
scen1164,0.0176
scen1165,0.0142
scen1166,0.014
scen1167,0.011
scen1168,0.01
scen1169,0.01
scen1170,0.0086
scen1171,0.0118
scen1172,0.0156
scen1173,0.0182
scen1174,0.0172
scen1175,0.0134
scen1176,0.011
scen1177,0.0192
scen1178,0.0206
scen1179,0.007
scen1180,0.0084
scen1181,0.0124
scen1182,0.0138
scen1183,0.0118
scen1184,0.0114
scen1185,0.0204
scen1186,0.0202
scen1187,0.0096
scen1188,0.0148
scen1189,0.018
scen1190,0.0078
scen1191,0.0116
scen1192,0.0114
scen1193,0.0154
scen1194,0.0174
scen1195,0.0092
scen1196,0.008
scen1197,0.0158
scen1198,0.0052
scen1199,0.0106
scen1200,0.0112
scen1201,0.0106
scen1202,0.0118
scen1203,0.0186
scen1204,0.0076
scen1205,0.0086
scen1206,0.0084
scen1207,0.0108
scen1208,0.0108
scen1209,0.01
scen1210,0.0114
scen1211,0.0108
scen1212,0.0082
scen1213,0.0088
scen1214,0.0066
scen1215,0.0112
scen1216,0.01
scen1217,0.0102
scen1218,0.0104
scen1219,0.0154
scen1220,0.007
scen1221,0.0132
scen1222,0.0096
scen1223,0.0114
scen1224,0.0098
scen1225,0.0134
scen1226,0.008
scen1227,0.0086
scen1228,0.0116
scen1229,0.011
scen1230,0.0096
scen1231,0.0154
scen1232,0.008
scen1233,0.0092
scen1234,0.016
scen1235,0.0076
scen1236,0.0074
scen1237,0.0108
scen1238,0.0064
scen1239,0.0086
scen1240,0.0124
scen1241,0.0058
scen1242,0.0076
scen1243,0.0198
scen1244,0.0078
scen1245,0.0112
scen1246,0.0056
scen1247,0.0104
scen1248,0.005
scen1249,0.013
scen1250,0.0084
scen1251,0.0146
scen1252,0.0062
scen1253,0.0084
scen1254,0.005
scen1255,0.0082
scen1256,0.007
scen1257,0.0088
scen1258,0.0096
scen1259,0.0054
scen1260,0.0074
scen1261,0.0084
scen1262,0.0076
scen1263,0.007
scen1264,0.008
scen1265,0.0034
scen1266,0.0074
scen1267,0.0048
scen1268,0.0106
scen1269,0.007
scen1270,0.0094
scen1271,0.0062
scen1272,0.0092
scen1273,0.0084
scen1274,0.013
scen1275,0.0036
scen1276,0.009
scen1277,0.0102
scen1278,0.0136
scen1279,0.0102
scen1280,0.0068
scen1281,0.0088
scen1282,0.0048
scen1283,0.0074
scen1284,0.003
scen1285,0.0086
scen1286,0.0088
scen1287,0.0056
scen1288,0.0098
scen1289,0.0044
scen1290,0.005
scen1291,0.0058
scen1292,0.007
scen1293,0.0076
scen1294,0.0088
scen1295,0.009
scen1296,0.0064
scen1297,0.008
scen1298,0.008
scen1299,0.0068
scen1300,0.0072
scen1301,0.0076
scen1302,0.0058
scen1303,0.005
scen1304,0.0124
scen1305,0.011
scen1306,0.0114
scen1307,0.0114
scen1308,0.0118
scen1309,0.0182
scen1310,0.0116
scen1311,0.0092
scen1312,0.0206
scen1313,0.0186
scen1314,0.0118
scen1315,0.0204
scen1316,0.0202
scen1317,0.0148
scen1318,0.0096
scen1319,0.0098
scen1320,0.0174
scen1321,0.0158
scen1322,0.0052
scen1323,0.0084
scen1324,0.0078
scen1325,0.0138
scen1326,0.0118
scen1327,0.01
scen1328,0.0108
scen1329,0.0082
scen1330,0.0096
scen1331,0.01
scen1332,0.018
scen1333,0.0078
scen1334,0.0114
scen1335,0.0112
scen1336,0.0154
scen1337,0.0114
scen1338,0.0126
scen1339,0.008
scen1340,0.016
scen1341,0.0108
scen1342,0.0106
scen1343,0.0112
scen1344,0.0106
scen1345,0.0112
scen1346,0.0104
scen1347,0.0076
scen1348,0.0086
scen1349,0.0084
scen1350,0.0108
scen1351,0.0108
scen1352,0.0096
scen1353,0.0114
scen1354,0.0076
scen1355,0.0034
scen1356,0.0088
scen1357,0.0066
scen1358,0.0112
scen1359,0.0092
scen1360,0.0102
scen1361,0.0104
scen1362,0.0154
scen1363,0.007
scen1364,0.0132
scen1365,0.0086
scen1366,0.0082
scen1367,0.0098
scen1368,0.0134
scen1369,0.008
scen1370,0.0086
scen1371,0.0116
scen1372,0.011
scen1373,0.0096
scen1374,0.0154
scen1375,0.008
scen1376,0.0092
scen1377,0.0096
scen1378,0.0076
scen1379,0.0074
scen1380,0.006
scen1381,0.0064
scen1382,0.0086
scen1383,0.0124
scen1384,0.0058
scen1385,0.0076
scen1386,0.0198
scen1387,0.0048
scen1388,0.0034
scen1389,0.0056
scen1390,0.004
scen1391,0.005
scen1392,0.013
scen1393,0.0084
scen1394,0.0146
scen1395,0.0062
scen1396,0.0084
scen1397,0.005
scen1398,0.0082
scen1399,0.007
scen1400,0.0088
scen1401,0.013
scen1402,0.0054
scen1403,0.0074
scen1404,0.0084
scen1405,0.01
scen1406,0.007
scen1407,0.008
scen1408,0.0052
scen1409,0.0074
scen1410,0.0048
scen1411,0.0106
scen1412,0.007
scen1413,0.0094
scen1414,0.0062
scen1415,0.0076
scen1416,0.0084
scen1417,0.013
scen1418,0.0036
scen1419,0.009
scen1420,0.0102
scen1421,0.0136
scen1422,0.0102
scen1423,0.0068
scen1424,0.0088
scen1425,0.0048
scen1426,0.0074
scen1427,0.003
scen1428,0.0058
scen1429,0.0088
scen1430,0.0056
scen1431,0.008
scen1432,0.0044
scen1433,0.005
scen1434,0.0058
scen1435,0.007
scen1436,0.0076
scen1437,0.0088
scen1438,0.009
scen1439,0.0064
scen1440,0.008
scen1441,0.008
scen1442,0.0068
scen1443,0.0072
scen1444,0.0076
scen1445,0.0058
scen1446,0.005
scen1447,0.0014
scen1448,0.007
scen1449,0.0046
scen1450,0.01
scen1451,0.0054
scen1452,0.0052
scen1453,0.0062
scen1454,0.0052
scen1455,0.004
scen1456,0.0076
scen1457,0.0056
scen1458,0.0062
scen1459,0.0036
scen1460,0.0034
scen1461,0.0042
scen1462,0.0186
scen1463,0.0126
scen1464,0.01
scen1465,0.0052
scen1466,0.0138
scen1467,0.0096
scen1468,0.01
scen1469,0.0098
scen1470,0.0158
scen1471,0.0084
scen1472,0.0118
scen1473,0.013
scen1474,0.0096
scen1475,0.018
scen1476,0.0096
scen1477,0.0154
scen1478,0.0096
scen1479,0.016
scen1480,0.0106
scen1481,0.0106
scen1482,0.0078
scen1483,0.0086
scen1484,0.0108
scen1485,0.0108
scen1486,0.0076
scen1487,0.0082
scen1488,0.0066
scen1489,0.0092
scen1490,0.0154
scen1491,0.0078
scen1492,0.0114
scen1493,0.0112
scen1494,0.008
scen1495,0.011
scen1496,0.0154
scen1497,0.008
scen1498,0.0096
scen1499,0.0108
scen1500,0.0086
scen1501,0.0112
scen1502,0.0102
scen1503,0.0112
scen1504,0.0104
scen1505,0.0076
scen1506,0.0108
scen1507,0.0084
scen1508,0.0082
scen1509,0.0088
scen1510,0.011
scen1511,0.0114
scen1512,0.01
scen1513,0.0034
scen1514,0.0088
scen1515,0.007
scen1516,0.0112
scen1517,0.0086
scen1518,0.0102
scen1519,0.0104
scen1520,0.0136
scen1521,0.007
scen1522,0.0132
scen1523,0.0086
scen1524,0.0082
scen1525,0.0098
scen1526,0.0134
scen1527,0.012
